код ТТ;Название ТТ;Широта;Долгота;Продажи;Кластер;Нов продажи с корректировкой 25;Топ/аут;Потенциал продаж;Субканал (формат);Ассортимент,добавить sku:;Цена, снизить sku:;Выкладка на ХП, добавить:;Выкладка на ТП, добавить:;Оборудование, добавить:;ДМП, добавить:
2,9452E+14;Пятерочка;55,19063214;61,29532769;48.979240792485;ПродуктСО513;78,62937915;0;0.2;Конвиниенс;5;10;26;2;;
2,9879E+14;Пятерочка;55,18657558;61,28400408;71.2361101230274;ПродуктСО513;98,83379452;0;0.2;Конвиниенс;6;;16;35;;
2,9879E+14;Пятерочка;55,1859433;61,2969066;48.4759867530993;ПродуктСО513;78,12612511;0;0.2;Конвиниенс;8;;15;24;;
N295614;Пятерочка;55,1750347;61,3026445;60.376918005529;ПродуктСО413;82,35002502;0;0.2;Конвиниенс;4;;1;;;
2,9879E+14;Пятерочка;55,1764475;61,2998177;47.5844994811299;ПродуктСО413;82,35002502;0;0.2;Конвиниенс;10;;29;35;;
2,9879E+14;Пятерочка;55,167179;61,291333;13.111166854698;ПродуктСО502;30,33765308;0;0.2;Конвиниенс;4;;;;;
2,9879E+14;Пятерочка;55,159948;61,4024284;51.6735961676116;ПродуктСО512;89,79121536;0;0.2;Конвиниенс;10;;8;35;;
2,9879E+14;Пятерочка;55,157073;61,3987;21.8367483149167;ПродуктСО514;51,27126551;0;0.2;Конвиниенс;10;;11;;;
N12166809;Пятерочка;55,1880699;61,41294088;71.0374181546255;ПродуктСО513;98,83379452;0;0.2;Конвиниенс;10;;27;12;;
1911017500;Пятерочка;55,24416435;61,38774555;295.210407410611;ПродуктСО413;295,2104074;1;0;Конвиниенс;;;;;;
2,94521E+14;Пятерочка;55,18733605;61,44150238;279.48895603122;ПродуктСО523;279,488956;1;0;Конвиниенс;;;;;;
2,9879E+14;Пятерочка;55,251105;61,390534;119.895160082324;ПродуктСО513;119,8951601;1;0;Конвиниенс;;;;;;
N295611;Пятерочка;55,24090347;61,39541801;206.783144682542;ПродуктСО523;206,7831447;1;0;Конвиниенс;;;;;;
N29561732;Пятерочка;55,26388911;61,38904542;155.098640466548;ПродуктСО513;155,0986405;1;0;Конвиниенс;;;;;;
2,9879E+14;Пятерочка;55,25420966;61,39790318;107.891187978448;ПродуктСО513;107,891188;1;0;Конвиниенс;;;;;;
1911017493;Пятерочка;55,19910486;61,31838574;145.931994485182;ПродуктСО423;145,9319945;1;0;Конвиниенс;;;;;;
1911017496;Пятерочка;55,19495582;61,34154819;129.883647447609;ПродуктСО513;129,8836474;1;0;Конвиниенс;;;;;;
2,9452E+14;Пятерочка;55,19477306;61,33196231;90.6133771814981;ПродуктСО513;98,83379452;0;0.090719688;Конвиниенс;1;10;;14;1;
2,9452E+14;Пятерочка;55,1946215;61,32222053;89.1724998332004;ПродуктСО513;98,83379452;0;0.108343881;Конвиниенс;;;26;1;;
2,9879E+14;Пятерочка;55,19747575;61,31863372;76.0587303876449;ПродуктСО413;82,35002502;0;0.082716272;Конвиниенс;;;1;24;;
N2956704;Пятерочка;55,19177138;61,34797644;86.8764577378124;ПродуктСО513;98,83379452;0;0.1376361;Конвиниенс;10;;4;35;;
1911017497;Пятерочка;55,18656921;61,33353806;54.3240870250812;ПродуктСО513;98,83379452;0;0.2;Конвиниенс;;10;23;35;;
N12166840;Пятерочка;55,19469996;61,35318831;78.1835490690654;ПродуктСО523;112,8544541;0;0.2;Конвиниенс;10;;14;13;;
2,9452E+14;Пятерочка;55,15000016;61,38640242;95.145097746955;ПродуктСО513;98,83379452;0;0.038769173;Конвиниенс;10;;13;9;;
2,9452E+14;Пятерочка;55,12166215;61,50525413;137.857223915577;ПродуктСО423;137,8572239;1;0;Конвиниенс;;;;;;
2,9452E+14;Пятерочка;55,1244738;61,46777367;196.517733427327;ПродуктСО423;196,5177334;1;0;Конвиниенс;;;;;;
N12166804;Пятерочка;55,12069432;61,51094176;263.628507156219;ПродуктСО523;263,6285072;1;0;Конвиниенс;;;;;;
2,9879E+14;Пятерочка;55,12727;61,471786;50.8436809836136;ПродуктСО413;82,35002502;0;0.2;Конвиниенс;10;;27;;;
2,9452E+14;Пятерочка;55,15492505;61,40882839;71.2020648155385;ПродуктСО512;89,79121536;0;0.2;Конвиниенс;10;10;15;19;;
N12166830;Пятерочка;55,15754957;61,40970346;37.0152964739336;ПродуктСО503;50,23471114;0;0.2;Конвиниенс;2;;;;;
2,9452E+14;Пятерочка;55,14675347;61,41211711;63.7129417869435;ПродуктСО513;98,83379452;0;0.2;Конвиниенс;10;10;29;11;;
2,9879E+14;Пятерочка;55,1433327;61,447964;91.4608288187029;ПродуктСО414;91,46082882;1;0;Конвиниенс;;;;;;
2,9879E+14;Пятерочка;55,2134919;61,2839387;143.875513726422;ПродуктСО513;143,8755137;1;0;Конвиниенс;;;;;;
2,9879E+14;Пятерочка;55,17789663;61,26247097;168.747051950738;ПродуктСО513;168,747052;1;0;Конвиниенс;;;;;;
2,9879E+14;Пятерочка;55,211399;61,300712;128.655730407075;ПродуктСО413;128,6557304;1;0;Конвиниенс;;;;;;
2,9879E+14;Пятерочка;55,2097482;61,2837695;65.1990437756569;ПродуктСО413;82,35002502;0;0.2;Конвиниенс;6;;11;;;
2,9452E+14;Пятерочка;55,20902905;61,29359297;57.0864050318573;ПродуктСО413;82,35002502;0;0.2;Конвиниенс;10;;6;10;;
2,9879E+14;Пятерочка;55,20979808;61,28970511;60.6550537218205;ПродуктСО413;82,35002502;0;0.2;Конвиниенс;10;;29;35;;
2,9879E+14;Пятерочка;55,192482;61,2898;39.1577611540297;ПродуктСО513;68,80789951;0;0.2;Конвиниенс;10;;21;;;
2,9879E+14;Пятерочка;55,206796;61,284326;108.125818924585;ПродуктСО523;112,8544541;0;0.043732711;Конвиниенс;10;;7;35;;
N295602;Пятерочка;55,20906057;61,281267;37.1541448131078;ПродуктСО513;66,80428317;0;0.2;Конвиниенс;10;;29;9;;
2,9452E+14;Пятерочка;55,1473003;61,39522456;58.7216227562945;ПродуктСО523;112,8544541;0;0.2;Конвиниенс;10;10;29;7;;
2,94521E+14;Пятерочка;55,14735715;61,37190618;69.6117223288157;ПродуктСО523;112,8544541;0;0.2;Конвиниенс;10;;29;17;;
2,9879E+14;Пятерочка;55,14267232;61,40077807;42.5989636791012;ПродуктСО522;74,95755327;0;0.2;Конвиниенс;10;;1;3;;
2,9879E+14;Пятерочка;55,14863051;61,37680785;46.4702471187972;ПродуктСО523;80,32658335;0;0.2;Конвиниенс;10;;7;35;;
2,9879E+14;Пятерочка;55,1113253;61,3379282;86.3199256052521;ПродуктСО413;86,31992561;1;0;Конвиниенс;;;;;;
2,9879E+14;Пятерочка;55,06597638;61,26643561;98.2177836102011;ПродуктСО511;136,1789013;0;0.2;Конвиниенс;;;;5;1;
2,9879E+14;Пятерочка;55,1139934;61,343142;96.2559037239963;ПродуктСО403;96,25590372;1;0;Конвиниенс;;;;;;
2,9879E+14;Пятерочка;55,148421;61,390498;50.7667656683304;ПродуктСО513;98,83379452;0;0.2;Конвиниенс;10;;14;;;
2,9879E+14;Пятерочка;55,146984;61,380077;66.8177048673222;ПродуктСО513;98,83379452;0;0.2;Конвиниенс;10;;7;25;;
2,9452E+13;Продукты;55,181015;61,318759;6.00255323882329;ПродуктЧрПрил303;9,555319367;0;0.2;Торговля через прилавок;6;;;;;
2,9879E+14;Ариант;55,18772499;61,38707902;1.34563613814119;ПродуктСО403;2,407858238;0;0.2;Торговля через прилавок;10;;;;;
2,94521E+14;Ариант - Серозак;55,05689403;61,31255452;4.94528087006119;ПродуктСО400;34,61917356;0;0.2;Торговля через прилавок;10;;;;;
5340899;Ассорти;55,25915654;61,40310363;8.60408072190581;ПродуктЧрПрил413;14,7219068;0;0.2;Торговля через прилавок;10;;;;1;
2,9879E+14;Продукты;55,18042755;61,46138382;5.99106509865329;ПродуктЧрПрил303;9,555319367;0;0.2;Торговля через прилавок;7;;;;;
2,9879E+14;Добрыня;55,17648713;61,3101811;62.409560286649;ПродуктСО443;108,3900333;0;0.2;Торговля через прилавок;10;;29;;;
1911041600;ИП Сатонина;55,17440872;61,30073726;6.31837348489479;ПродуктЧрПрил213;11,3090797;0;0.2;Торговля через прилавок;4;8;15;;;
2,9879E+14;Милениум;55,1778128;61,2989816;2.96964505500291;ПродуктЧрПрил213;7,960351273;0;0.2;Торговля через прилавок;10;;;;1;
2,9879E+14;павильон на остановке;55,178;61,334362;40.2017887067797;ПродуктЧрПрил213;40,20178871;1;0;Торговля через прилавок;;;;;;
2,9879E+14;Тончу Н Ф;55,1432976;61,3705535;10.7297055785582;ПродуктЧрПрил313;20,34677399;0;0.2;Торговля через прилавок;10;;;;;
2,9879E+14;ООО Силуэт;55,178116;61,338493;6.25867340624982;ПродуктЧрПрил223;15,67509844;0;0.2;Торговля через прилавок;10;;28;;;
2,9879E+14;ИП Щепетнева НН;55,184074;61,341038;8.87560559027636;ПродуктЧрПрил212;17,22719189;0;0.2;Торговля через прилавок;;;4;;;
2,9452E+14;ИП Мальцев;55,1839737;61,3851773;21.5969801767308;ПродуктЧрПрил213;21,59698018;1;0;Торговля через прилавок;;;;;;
2,9452E+14;Тихонов ИП;55,17824173;61,35955048;78.0627499888103;ПродуктЧрПрил213;78,06274999;1;0;Торговля через прилавок;;;;;;
2,9879E+14;Ягудин ИП;55,1850933;61,4245765;90.0018079624441;ПродуктЧрПрил313;90,00180796;1;0;Торговля через прилавок;;;;;;
2,9879E+14;Маковецкая;55,17238298;61,2984072;84.6944768137775;ПродуктЧрПрил313;84,69447681;1;0;Торговля через прилавок;;;;;;
2,9879E+14;Ип Аверьянов;55,1850901;61,4051443;52.3686382877087;ПродуктЧрПрил213;52,36863829;1;0;Торговля через прилавок;;;;;;
2,9879E+14;Изобилие;55,18447593;61,3032335;118.285474912119;ПродуктЧрПрил313;118,2854749;1;0;Торговля через прилавок;;;;;;
2,9879E+14;КУПЕЦ;55,1717186;61,25596619;44.6026104339855;ПродуктЧрПрил413;44,60261043;1;0;Торговля через прилавок;;;;;;
2,9879E+14;Леон;55,1493734;61,4165699;131.847697848336;ПродуктЧрПрил313;131,8476978;1;0;Торговля через прилавок;;;;;;
2,9879E+14;Хлебница;55,20633;61,31917;159.945497180662;ПродуктЧрПрил213;159,9454972;1;0;Торговля через прилавок;;;;;;
2,9879E+14;Домашний;55,178157;61,361177;78.0627499888103;ПродуктЧрПрил313;78,06274999;1;0;Торговля через прилавок;;;;;;
2,9879E+14;Кузя;55,1827;61,3965304;138.660467194774;ПродуктЧрПрил313;138,6604672;1;0;Торговля через прилавок;;;;;;
2,9879E+14;Буторина ИП;55,1850968;61,4211508;65.5513191203714;ПродуктЧрПрил313;65,55131912;1;0;Торговля через прилавок;;;;;;
2,9879E+14;ИП Маслов В.А.;55,15538;61,400486;372.007874168661;ПродуктЧрПрил203;372,0078742;1;0;Торговля через прилавок;;;;;;
2,9879E+14;Ип Козлова, АРБАТ;55,163168;61,4002;3.74277441561715;ПродуктЧрПрил213;8,733480633;0;0.2;Торговля через прилавок;10;;;;1;
2,9879E+14;ИП Козлова (м-н Колокольчик);55,19091;61,41342;28.576865696835;ПродуктЧрПрил214;28,5768657;1;0;Торговля через прилавок;;;;;;
5,34E+13;Хакимова В.П;55,17776874;61,43251397;8.89938167265812;ПродуктЧрПрил413;15,01720775;0;0.2;Торговля через прилавок;;;;;1;
2,9452E+14;Тапико ООО;55,14590965;61,4425404;6.28075731671813;ПродуктЧрПрил313;12,38478951;0;0.2;Торговля через прилавок;10;10;;;1;
2,9879E+14;Гастроном 24;55,128372;61,468211;276.497887234245;ПродуктЧрПрил313;276,4978872;1;0;Торговля через прилавок;;;;;;
2,9879E+14;Орские колбасы;55,14813;61,42733;1.9223373402017;ПродуктЧрПрил103;33,01259565;0;0.2;Торговля через прилавок;10;;;;;
2,9879E+14;Продукты Абдулзалилова Р.Р. ИП;55,20674597;61,44124053;41.6063160350088;ПродуктЧрПрил321;41,60631604;1;0;Торговля через прилавок;;;;;;
5340335;Вербовая Е. И;55,16170255;61,44233353;28.5242779193995;ПродуктЧрПрил323;28,52427792;1;0;Торговля через прилавок;;;;;;
1911023525;Звонарёва ЧП;55,1867748;61,4715415;6.06093624272163;ПродуктЧрПрил313;12,16496844;0;0.2;Торговля через прилавок;10;;29;;;
2,9879E+14;Салаева А.В. ИП;55,16704225;61,51736648;8.95503343323862;ПродуктЧрПрил313;15,05906563;0;0.2;Торговля через прилавок;4;;18;;;
2,9879E+14;Гусейнов Е.Е;55,1696363;61,4668097;56.7456894029695;ПродуктЧрПрил313;56,7456894;1;0;Торговля через прилавок;;;;;;
2,9879E+14;ИП Надршина М.К;55,1696363;61,4668097;56.7456894029695;ПродуктЧрПрил313;56,7456894;1;0;Торговля через прилавок;;;;;;
2,9879E+14;Алиев ИП;55,16946;61,46938;224.498297163381;ПродуктЧрПрил313;224,4982972;1;0;Торговля через прилавок;;;;;;
2,9879E+14;Басырова Л.Р.;55,17728474;61,52392834;27.1981572640929;ПродуктЧрПрил413;27,19815726;1;0;Торговля через прилавок;;;;;;
2,9879E+14;МИХАЙЛОВА;55,17418954;61,55072697;19.3297707539995;ПродуктЧрПрил313;20,34677399;0;0.052613311;Торговля через прилавок;;;15;;;
2,9879E+14;ИП Ламакин А.А (м-н Империум);55,17639;61,463745;4.21801754435453;ПродуктЧрПрил213;9,208723762;0;0.2;Торговля через прилавок;10;;30;;;
5,34E+13;Джаббаров ЧП;55,1643997;61,467373;32.9121377686794;ПродуктЧрПрил213;32,91213777;1;0;Торговля через прилавок;;;;;;
2,9879E+14;Силуэт (Баймухаметов ИП);55,11696435;61,34891626;12.0825243842472;ПродуктЧрПрил313;20,34677399;0;0.2;Торговля через прилавок;10;;20;;;
2,9452E+14;Кузнецова Н. В;55,06719531;61,27112009;3.54182233692199;ПродуктЧрПрил312;11,66035302;0;0.2;Торговля через прилавок;2;2;7;;;
2,9452E+14;Шумакова ИП;55,13554047;61,4020082;3.14824331371464;ПродуктЧрПрил212;8,316400881;0;0.2;Торговля через прилавок;10;;16;;;
2,9452E+14;Александричева ИП;55,0417171;61,4386252;11.9258311038291;ПродуктЧрПрил311;18,52312989;0;0.2;Торговля через прилавок;2;2;26;;;
2,94521E+14;Кошелева С.Н. ИП;55,0756749;61,3065332;6.39572970188229;ПродуктЧрПрил211;12,2237749;0;0.2;Торговля через прилавок;10;;17;;;
2,9879E+14;Плотникова Т. А ИП;55,0384657;61,3826805;10.2963759607753;ПродуктЧрПрил313;20,34677399;0;0.2;Торговля через прилавок;10;;11;;;
2,9879E+14;Толмачева Н Г;55,14092;61,39534;7.68934936080678;ПродуктЧрПрил313;13,79338156;0;0.2;Торговля через прилавок;10;;14;;;
2,9452E+14;Дырдина ЧП;55,04859924;61,36619949;2.04337339495514;ПродуктЧрПрил311;7,600312362;0;0.2;Торговля через прилавок;10;;;;1;
2,9452E+14;Дельта трейд ООО;55,23696972;61,40799595;18.4550392198043;ПродуктЧрПрил311;18,52312989;0;0.003689543;Торговля через прилавок;;10;22;;;
2,9452E+14;Попова М.Г. ИП;55,24400072;61,36706944;6.08397226150579;ПродуктЧрПрил313;12,18800446;0;0.2;Торговля через прилавок;1;;;;;
2,9879E+14;ИП Мазитова Н.Г;55,266605;61,402203;30.108924383207;ПродуктЧрПрил313;30,10892438;1;0;Торговля через прилавок;;;;;;
2,9879E+14;ИП Бобина;55,241447;61,418777;19.5683850999635;ПродуктЧрПрил411;21,90012981;0;0.11915877;Торговля через прилавок;3;;9;;;
5340588;Соболев О.А. (Вывоз до 13:00);55,2463589;61,36941098;31.3167093397204;ПродуктЧрПрил423;37,10277693;0;0.2;Торговля через прилавок;9;;23;;;
2,9402E+14;Байкал, продуктовый магазин;55,24757405;61,36895675;3.68092001808991;ПродуктЧрПрил423;14,8117531;0;0.2;Торговля через прилавок;10;;29;;;
2,9452E+14;Совенок;55,24901284;61,3972476;4.39157128905847;ПродуктЧрПрил423;15,52240437;0;0.2;Торговля через прилавок;10;;;;1;
2,9879E+14;ИП Завьялова С.Н;55,267261;61,390669;12.7305283639634;ПродуктЧрПрил313;20,34677399;0;0.2;Торговля через прилавок;10;;;;1;
2,9879E+14;Час Пик;55,25828171;61,38506317;97.5888822468669;ПродуктЧрПрил313;97,58888225;1;0;Торговля через прилавок;;;;;;
2,9879E+14;ИП Шарова;55,24049593;61,36807054;11.7120585044046;ПродуктЧрПрил213;16,63568739;0;0.2;Торговля через прилавок;;;21;;;
5,34E+13;Сабитов ЧП;55,22024272;61,3941046;5.67499551223091;ПродуктЧрПрил211;11,50304071;0;0.2;Торговля через прилавок;10;;;;1;
2,9879E+14;Craft Beer House;55,25738254;61,40317127;16.2989801964916;Пивная(кеги)303;21,36316057;0;0.2;Бирбутики;5;;;;;
2,9879E+14;Craft Beer House;55,25842463;61,389319;48.5980297066915;Пивная(кеги)303;48,59802971;1;0;Бирбутики;;;;;;
2,9879E+14;Craft Beer House;55,15695193;61,37614064;49.3699284283534;Пивная(кеги)303;49,36992843;1;0;Бирбутики;;;;;;
2,9879E+14;Craft Beer House;55,26464066;61,39786184;19.4210550673885;Пивная(кеги)303;21,36316057;0;0.1;Бирбутики;5;;;;;
2,9879E+14;craft;55,1854993;61,3683858;57.1026470937778;Пивная(кеги)203;57,10264709;1;0;Бирбутики;;;;;;
2,9879E+14;ИП Боков Владимир Вячеславович;55,18347549;61,455616;14.067034901603;Пивная(кеги)303;21,36316057;0;0.2;Бирбутики;7;;;;;
2,9879E+14;ИП Андреева Л.Д;55,2096346;61,2795434;200.245596707118;Пивная(кеги)343;200,2455967;1;0;Бирбутики;;;;;;
2,9879E+14;ИП Андреев Д.А;55,132227;61,431219;214.547796476649;Пивная(кеги)333;214,5477965;1;0;Бирбутики;;;;;;
2,9879E+14;ИП Андреев Д.А;55,058899;61,4114524;232.656153607831;Пивная(кеги)330;232,6561536;1;0;Бирбутики;;;;;;
2,9879E+14;ВаритьПить;55,18467331;61,40096283;21.203005327666;Пивная(кеги)203;41,94804899;0;0.2;Бирбутики;10;;;;;
2,9879E+14;ВаритьПить;55,179395;61,401404;11.8086018409175;Пивная(кеги)203;24,39301654;0;0.2;Бирбутики;10;;;;;
2,9879E+14;ВаритьПить;55,175426;61,312416;20.2864969394662;Пивная(кеги)203;32,87091164;0;0.2;Бирбутики;10;;;;;
2,9879E+14;ВаритьПить;55,208225;61,306488;27.8080744344601;Пивная(кеги)203;41,94804899;0;0.2;Бирбутики;7;;;;;
2,9879E+14;ВаритьПить;55,18541;61,331991;14.9101332854526;Пивная(кеги)203;27,49454798;0;0.2;Бирбутики;10;;;;;
2,9879E+14;ВаритьПить;55,13098;61,42796;57.2417089492032;Пивная(кеги)203;57,24170895;1;0;Бирбутики;;;;;;
2,9879E+14;ВаритьПить;55,17606;61,429836;40.0659457810525;Пивная(кеги)203;41,94804899;0;0.046975135;Бирбутики;5;;;;;
2,9879E+14;ВаритьПить;55,134131;61,446508;29.7142919101744;Пивная(кеги)203;41,94804899;0;0.2;Бирбутики;8;;;;;
2,9879E+14;ВаритьПить;55,171319;61,451503;54.9189960039688;Пивная(кеги)203;54,918996;1;0;Бирбутики;;;;;;
2,9879E+14;ВаритьПить;55,18328;61,453857;39.824723252618;Пивная(кеги)203;41,94804899;0;0.053316773;Бирбутики;6;;;;;
2,9879E+14;ВаритьПить;55,1902;61,320169;51.0151687715487;Пивная(кеги)203;51,01516877;1;0;Бирбутики;;;;;;
2,9879E+14;Варить Пить;55,21783912;61,29069887;21.0363069882011;Пивная(кеги)203;41,94804899;0;0.2;Бирбутики;10;;;;;
2,9879E+14;ИП Довгополый Константин Михайлович;55,1946106;61,35721588;20.1445584943465;Пивная(кеги)303;21,36316057;0;0.060492866;Бирбутики;4;;;;;
2,9879E+14;ГлавПивМаг;55,12726965;61,47189248;3.56993955782648;Пивная(кеги)303;9,97888773;0;0.2;Бирбутики;10;;;;;
2,9879E+14;ГлавПивМаг;55,104229;61,489187;2.46099092367367;Пивная(кеги)304;9,157781562;0;0.2;Бирбутики;10;;;;;
2,9879E+14;Пивнушка;55,178131;61,485504;16.4295841960029;Пивная(кеги)303;21,36316057;0;0.2;Бирбутики;9;;;;;
2,9879E+14;Пивнушка;55,173828;61,550865;28.1113614652967;Пивная(кеги)303;28,11136147;1;0;Бирбутики;;;;;;
2,9452E+14;Урал-Пиво;55,1849693;61,3944225;30.1412126352282;Пивная(кеги)303;30,14121264;1;0;Бирбутики;;;;;;
2,94521E+14;Урал-Пиво;55,2366275;61,3822465;30.2393393943914;Пивная(кеги)303;30,23933939;1;0;Бирбутики;;;;;;
2,9879E+14;Урал Пиво;55,24137694;61,37617517;23.6844218570561;Пивная(кеги)313;33,76108443;0;0.2;Бирбутики;10;;;;;
2,9879E+14;Урал Пиво;55,18470028;61,40288662;17.9574336786978;Пивная(кеги)303;21,36316057;0;0.2;Бирбутики;10;;;;;
2,9879E+14;Урал Пиво;55,26453425;61,39007002;10.7280126839484;Пивная(кеги)303;21,36316057;0;0.2;Бирбутики;10;;;;;
2,9879E+14;Урал Пиво;55,1915834;61,3485241;14.2680149250526;Пивная(кеги)303;21,36316057;0;0.2;Бирбутики;10;;;;;
2,9879E+14;Урал Пиво;55,194086;61,3122311;24.4315760248053;Пивная(кеги)303;24,43157602;1;0;Бирбутики;;;;;;
2,9879E+14;Урал Пиво;55,25753;61,39208;34.3596576794952;Пивная(кеги)303;34,35965768;1;0;Бирбутики;;;;;;
2,9879E+14;Урал Пиво;55,194912;61,312607;28.9543452553036;Пивная(кеги)303;28,95434526;1;0;Бирбутики;;;;;;
5,34E+13;Урал-Пиво;55,17821003;61,29547756;42.4968387099196;Пивная(кеги)303;42,49683871;1;0;Бирбутики;;;;;;
2,9879E+14;Beer fish;55,17539978;61,3029747;3.06158935530413;Бирбутики213;4,170205008;0;0.2;Бирбутики;;;;;1;
2,9879E+14;Beer fish;55,2136648;61,2834328;111.596002869614;Бирбутики213;111,5960029;1;0;Бирбутики;;;;;;
2,9879E+14;Боярская станица;55,2349808;61,3048036;104.190893515186;Пивная(кеги)313;104,1908935;1;0;Бирбутики;;;;;;
2,9452E+14;11 Процентов;55,1810556;61,2910168;8.07787880587366;Бирбутики213;8,077878806;1;0;Бирбутики;;;;;;
1911017445;Шойсоронова Л.В. ИП;55,17100393;61,44783458;3.94192284916531;Бирбутики314;7,474121178;0;0.2;Бирбутики;;10;;;1;
2,9879E+14;Рыбный Гастроном;55,14135662;61,39263086;52.3843615379042;Пивная(кеги)313;52,38436154;1;0;Бирбутики;;;;;;
2,9879E+14;Рыбный Гастроном;55,14602921;61,38817202;21.4617141828701;Пивная(кеги)313;33,76108443;0;0.2;Бирбутики;9;;;;1;
2,9879E+14;Светлячок;55,150093;61,407315;5.63110831498353;Бирбутики312;6,194219146;0;0.1;Бирбутики;6;;;;;
2,9452E+14;Пивная фишка;55,1145618;61,3481588;0.320389556700283;Бирбутики313;2,548663587;0;0.2;Бирбутики;10;;;;;
2,9879E+14;Пивная фишка;55,11733013;61,35190789;1.44175300515127;Бирбутики313;3,670027036;0;0.2;Бирбутики;10;;;;1;
2,9879E+14;Светлое темное;55,16413;61,299822;9.96736361789071;Пивная(кеги)313;20,09568895;0;0.2;Бирбутики;;;;;1;
2,9879E+14;Корс;55,18029469;61,37281336;0.512924290524501;Бирбутики213;1,763985793;0;0.2;Бирбутики;10;;;;;
2,9879E+14;Пиватека;55,1722829;61,3152724;0.593147290989715;Бирбутики213;1,844208793;0;0.2;Бирбутики;6;;;;;
2,9879E+14;beerline;55,1764473;61,36962119;3.78395617017375;Бирбутики314;7,474121178;0;0.2;Бирбутики;1;;;;1;
2,9879E+14;Пиватека;55,17555;61,33185;0.67637795303393;Бирбутики213;1,927439455;0;0.2;Бирбутики;7;;;;1;
2,9879E+14;"Мини Маркет ""Домашний""";55,175427;61,294127;4.41902031739833;Бирбутики313;7,427580103;0;0.2;Бирбутики;6;;;;;
2,9879E+14;Пенка;55,188134;61,312201;8.70704639996893;Бирбутики213;8,7070464;1;0;Бирбутики;;;;;;
2,9879E+14;Пив&Маг;55,1950243;61,3074526;2.22136759312196;Пивная(кеги)213;8,821354847;0;0.2;Бирбутики;9;;;;1;
2,9879E+14;Время варки;55,24604;61,403244;2.57872192596544;Пивная(кеги)313;12,70704725;0;0.2;Бирбутики;10;;28,14065689;;;
2,9452E+14;Домашний;55,2143142;61,3038922;6.77008843764981;Бирбутики313;7,427580103;0;0.097117146;Бирбутики;;10;;;1;
2,9879E+14;Главрыба;55,16644419;61,52080424;1.45243265704128;Пивная(кеги)314;5,865021243;0;0.2;Бирбутики;9;;5,974971667;;;
2,9879E+14;Бочонок;55,20906;61,2749637;12.4115593889849;Бирбутики313;12,41155939;1;0;Бирбутики;;;;;;
2,9879E+14;Кедр;55,2675972;61,3973999;9.64689584859896;Бирбутики313;9,646895849;1;0;Бирбутики;;;;;;
2,9879E+14;Beer Street;55,1702355;61,5316462;12.7190739932011;Пивная(кеги)314;14,70862862;0;0.2;Бирбутики;;;17,81359292;;;
2,9879E+14;Живое кеговое;55,24193739;61,36532731;6.42148861240639;Пивная(кеги)213;13,02147587;0;0.2;Бирбутики;10;;29;;;
2,9879E+14;Beer House;55,174835;61,257152;4.82990245261486;Бирбутики313;7,427580103;0;0.2;Бирбутики;2;;;;1;
2,9879E+14;Пенный кот;55,175026;61,310028;9.19138955161358;Бирбутики313;9,191389552;1;0;Бирбутики;;;;;;
2,9879E+14;Живое кеговое;55,209244;61,28758;22.1656583907475;Пивная(кеги)313;33,76108443;0;0.2;Бирбутики;8;;;;1;
2,9879E+14;У Лелика;55,240635;61,37777;2.32306943253321;Бирбутики313;4,551343463;0;0.2;Бирбутики;10;;;;;
2,9879E+14;пивовар;55,20965;61,280598;2.53659388062188;Бирбутики313;4,764867911;0;0.2;Бирбутики;8;;;;1;
2,9879E+14;BeerBox;55,258633;61,387615;7.21765425558835;Бирбутики313;7,427580103;0;0.029085052;Бирбутики;;;;;1;
2,9879E+14;CraftBeer;55,188149;61,284012;0.310179784589912;Бирбутики313;2,538453815;0;0.2;Бирбутики;;;;;1;
2,9879E+14;Живое кеговое;55,1773245;61,5236515;31.4380337951308;Пивная(кеги)223;49,35807859;0;0.2;Бирбутики;9;;15,87134816;;;
2,9879E+14;Три Лося;55,17766899;61,48576185;7.28040251507383;Пивная(кеги)313;17,40872784;0;0.2;Бирбутики;6;;18,36181409;;;
2,9879E+14;Wine & Beer;55,115156;61,4245591;8.38462761451956;Пивная(кеги)314;14,70862862;0;0.2;Бирбутики;;;;;1;
2,9879E+14;Бавар;55,1152472;61,4684388;1.69374289742238;Бирбутики313;3,922016928;0;0.2;Бирбутики;8;;;;1;
2,9879E+14;KRUZHKA;55,18597;61,46877;6.21929942864801;Пивная(кеги)312;11,71227319;0;0.2;Бирбутики;10;;;;1;
2,9879E+14;Ипподром;55,1454277;61,43641281;6.6381183934342;Пивная(кеги)313;16,76644372;0;0.2;Бирбутики;10;;29;;;
2,9879E+14;beerline;55,138871;61,441199;5.01424765105753;Пивная(кеги)313;15,14257298;0;0.2;Бирбутики;;;20,72128029;;;
2,9879E+14;Кружка;55,18735;61,485397;1.32113611954962;Пивная(кеги)213;7,921123374;0;0.2;Бирбутики;10;;25,265912;;;
2,9879E+14;Пив&Маг;55,17112073;61,4592177;4.69192706367747;Пивная(кеги)203;17,27634176;0;0.2;Бирбутики;10;;;;;
BP00003339;ИП Маслова;55,172703;61,430077;2.55036711773927;Бирбутики213;4,170205008;0;0.2;Бирбутики;10;;;;;
2,9879E+14;Моя Цена Лобановка;55,189106;61,368103;97.1813043602213;ПродуктСО503;97,18130436;1;0;Жесткие Дискаунтеры;;;;;;
