код ТТ;Название ТТ;Широта;Долгота;Продажи;Кластер;Нов продажи с корректировкой 25;Топ/аут;Потенциал продаж;Субканал (формат)
2,9452E+14;Пятерочка;55,1881811;61,27582468;47.42908263;ПродуктСО513;77,07922098;0;0.625146782;Конвиниенс
2,9452E+14;Пятерочка;55,1950184;61,3029577;70.91434766;ПродуктСО413;82,35002502;0;0.161260418;Конвиниенс
2,9452E+14;Пятерочка;55,19063214;61,29532769;48.97924079;ПродуктСО513;78,62937915;0;0.60536133;Конвиниенс
2,9879E+14;Пятерочка;55,18657558;61,28400408;71.23611012;ПродуктСО513;98,83379452;0;0.387411446;Конвиниенс
2,9879E+14;Пятерочка;55,1859433;61,2969066;48.47598675;ПродуктСО513;78,12612511;0;0.611645896;Конвиниенс
N295614;Пятерочка;55,1750347;61,3026445;60.37691801;ПродуктСО413;82,35002502;0;0.36393224;Конвиниенс
2,9879E+14;Пятерочка;55,1764475;61,2998177;47.58449948;ПродуктСО413;82,35002502;0;0.730606099;Конвиниенс
2,9879E+14;Пятерочка;55,159948;61,4024284;51.67359617;ПродуктСО512;89,79121536;0;0.737661437;Конвиниенс
N12166809;Пятерочка;55,1880699;61,41294088;71.03741815;ПродуктСО513;98,83379452;0;0.391292041;Конвиниенс
1911017500;Пятерочка;55,24416435;61,38774555;295.2104074;ПродуктСО413;295,2104074;1;0;Конвиниенс
2,94521E+14;Пятерочка;55,18733605;61,44150238;279.488956;ПродуктСО523;279,488956;1;0;Конвиниенс
2,9879E+14;Пятерочка;55,251105;61,390534;119.8951601;ПродуктСО513;119,8951601;1;0;Конвиниенс
N295611;Пятерочка;55,24090347;61,39541801;206.7831447;ПродуктСО523;206,7831447;1;0;Конвиниенс
N29561732;Пятерочка;55,26388911;61,38904542;155.0986405;ПродуктСО513;155,0986405;1;0;Конвиниенс
2,9879E+14;Пятерочка;55,25420966;61,39790318;107.891188;ПродуктСО513;107,891188;1;0;Конвиниенс
1911017493;Пятерочка;55,19910486;61,31838574;145.9319945;ПродуктСО423;145,9319945;1;0;Конвиниенс
1911017496;Пятерочка;55,19495582;61,34154819;129.8836474;ПродуктСО513;129,8836474;1;0;Конвиниенс
2,9452E+14;Пятерочка;55,19477306;61,33196231;90.61337718;ПродуктСО513;98,83379452;0;0.090719688;Конвиниенс
2,9452E+14;Пятерочка;55,1946215;61,32222053;89.17249983;ПродуктСО513;98,83379452;0;0.108343881;Конвиниенс
2,9879E+14;Пятерочка;55,19747575;61,31863372;76.05873039;ПродуктСО413;82,35002502;0;0.082716272;Конвиниенс
N2956704;Пятерочка;55,19177138;61,34797644;86.87645774;ПродуктСО513;98,83379452;0;0.1376361;Конвиниенс
N12166840;Пятерочка;55,19469996;61,35318831;78.18354907;ПродуктСО523;112,8544541;0;0.443455247;Конвиниенс
2,9452E+14;Пятерочка;55,15000016;61,38640242;95.14509775;ПродуктСО513;98,83379452;0;0.038769173;Конвиниенс
2,9452E+14;Пятерочка;55,12166215;61,50525413;137.8572239;ПродуктСО423;137,8572239;1;0;Конвиниенс
2,9452E+14;Пятерочка;55,1244738;61,46777367;196.5177334;ПродуктСО423;196,5177334;1;0;Конвиниенс
N12166804;Пятерочка;55,12069432;61,51094176;263.6285072;ПродуктСО523;263,6285072;1;0;Конвиниенс
2,9879E+14;Пятерочка;55,12727;61,471786;50.84368098;ПродуктСО413;82,35002502;0;0.619670792;Конвиниенс
2,9452E+14;Пятерочка;55,15492505;61,40882839;71.20206482;ПродуктСО512;89,79121536;0;0.261076004;Конвиниенс
N12166830;Пятерочка;55,15754957;61,40970346;37.01529647;ПродуктСО503;50,23471114;0;0.357133832;Конвиниенс
2,9452E+14;Пятерочка;55,14675347;61,41211711;63.71294179;ПродуктСО513;98,83379452;0;0.551235773;Конвиниенс
2,9879E+14;Пятерочка;55,1433327;61,447964;91.46082882;ПродуктСО414;91,46082882;1;0;Конвиниенс
2,9879E+14;Пятерочка;55,2134919;61,2839387;143.8755137;ПродуктСО513;143,8755137;1;0;Конвиниенс
2,9879E+14;Пятерочка;55,17789663;61,26247097;168.747052;ПродуктСО513;168,747052;1;0;Конвиниенс
2,9879E+14;Пятерочка;55,211399;61,300712;128.6557304;ПродуктСО413;128,6557304;1;0;Конвиниенс
2,9879E+14;Пятерочка;55,2097482;61,2837695;65.19904378;ПродуктСО413;82,35002502;0;0.263055718;Конвиниенс
2,9452E+14;Пятерочка;55,20902905;61,29359297;57.08640503;ПродуктСО413;82,35002502;0;0.442550551;Конвиниенс
2,9879E+14;Пятерочка;55,17214286;61,28158942;25.32668388;ПродуктСО502;42,5531701;0;0.680171408;Конвиниенс
2,9879E+14;Пятерочка;55,20979808;61,28970511;60.65505372;ПродуктСО413;82,35002502;0;0.357677885;Конвиниенс
2,9879E+14;Пятерочка;55,1717197;61,2559662;48.92932522;ПродуктСО503;50,23471114;0;0.026679009;Конвиниенс
2,9879E+14;Пятерочка;55,192482;61,2898;39.15776115;ПродуктСО513;68,80789951;0;0.757196977;Конвиниенс
2,9879E+14;Пятерочка;55,206796;61,284326;108.1258189;ПродуктСО523;112,8544541;0;0.043732711;Конвиниенс
N295602;Пятерочка;55,20906057;61,281267;37.15414481;ПродуктСО513;66,80428317;0;0.798030435;Конвиниенс
2,94521E+14;Пятерочка;55,14735715;61,37190618;69.61172233;ПродуктСО523;112,8544541;0;0.621198993;Конвиниенс
2,9879E+14;Пятерочка;55,14267232;61,40077807;42.59896368;ПродуктСО522;74,95755327;0;0.759609784;Конвиниенс
2,9879E+14;Пятерочка;55,14863051;61,37680785;46.47024712;ПродуктСО523;80,32658335;0;0.728559419;Конвиниенс
2,9879E+14;Пятерочка;55,1113253;61,3379282;86.31992561;ПродуктСО413;86,31992561;1;0;Конвиниенс
2,9879E+14;Пятерочка;55,06597638;61,26643561;98.21778361;ПродуктСО511;136,1789013;0;0.386499433;Конвиниенс
2,9879E+14;Пятерочка;55,1139934;61,343142;96.25590372;ПродуктСО403;96,25590372;1;0;Конвиниенс
2,9879E+14;Пятерочка;55,146984;61,380077;66.81770487;ПродуктСО513;98,83379452;0;0.479155782;Конвиниенс
2,9879E+14;Моя Цена Лобановка;55,189106;61,368103;97.18130436;ПродуктСО503;97,18130436;1;0;Жесткие Дискаунтеры
2,9879E+14;Моя Цена Печнева;55,0739409;61,4849437;183.5467191;ПродуктСО501;183,5467191;1;0;Жесткие Дискаунтеры
2,9879E+14;Моя Цена Панипат;55,249775;61,378498;129.8018394;ПродуктСО503;129,8018394;1;0;Жесткие Дискаунтеры
2,9879E+14;Моя Цена Кокошеевка;55,264877;61,396355;62.88717623;ПродуктСО503;62,88717623;1;0;Жесткие Дискаунтеры
2,9879E+14;Моя Цена Бабинская;55,271677;61,39879;119.5774666;ПродуктСО503;119,5774666;1;0;Жесткие Дискаунтеры
2,9879E+14;Моя Цена Тарантаево;55,236186;61,359066;187.2316933;ПродуктСО501;187,2316933;1;0;Жесткие Дискаунтеры
6822231;Моя Цена Додрио;55,2557473;61,3973445;56.47616681;ПродуктСО503;56,47616681;1;0;Жесткие Дискаунтеры
2,9879E+14;Моя Цена Жеверли;55,17639733;61,33392535;96.06708909;ПродуктСО503;96,06708909;1;0;Жесткие Дискаунтеры
2,9879E+14;Моя Цена Сейджи;55,194637;61,30251;46.38929477;ПродуктСО503;50,23471114;0;0.082894478;Жесткие Дискаунтеры
2,9879E+14;Моя Цена Городково;55,188134;61,312201;241.1290274;ПродуктСО503;241,1290274;1;0;Жесткие Дискаунтеры
2,9879E+14;Моя Цена Вытва;55,168655;61,423298;96.5809727;ПродуктСО503;96,5809727;1;0;Жесткие Дискаунтеры
2,9879E+14;Маяк_Ритейлсервис 42;55,189453;61,46585;65.75780523;ПродуктСО603;74,85097458;0;0.138282738;Жесткие Дискаунтеры
2,9879E+14;Доброцен;55,232839;61,374413;180.5275888;ПродуктСО603;180,5275888;1;0;Жесткие Дискаунтеры
2,9879E+14;Доброцен;55,1172554;61,3590375;77.74330633;ПродуктСО603;77,74330633;1;0;Жесткие Дискаунтеры
2,9879E+14;Доброцен;55,0673206;61,3989893;245.1797869;ПродуктСО601;245,1797869;1;0;Жесткие Дискаунтеры
2,9879E+14;Доброцен;55,18114853;61,25105667;110.529374;ПродуктСО602;183,9459271;0;0.664226625;Жесткие Дискаунтеры
2,9879E+14;"ООО ""ПВ-Средний Урал""";55,19623947;61,43775177;170.6133398;ПродуктСО501;170,6133398;1;0;Жесткие Дискаунтеры
N*55154101;Доброцен;55,12892721;61,46623001;91.33611539;ПродуктСО603;91,33611539;1;0;Жесткие Дискаунтеры
2,9879E+14;ООО«Ритейлсервис 42»;55,263773;61,405797;68.58294262;ПродуктСО503;68,58294262;1;0;Жесткие Дискаунтеры
2,9452E+14;Светофор;55,25265121;61,36972427;259.2166822;ПродуктСО603;259,2166822;1;0;Жесткие Дискаунтеры
2,9452E+14;Светофор;55,16730826;61,46983255;99.81291999;ПродуктСО603;99,81291999;1;0;Жесткие Дискаунтеры
2,9879E+14;Моя Цена Реуха;55,1279;61,469154;20.74340088;ПродуктСО503;35,81381422;0;0.726516034;Жесткие Дискаунтеры
2,9879E+14;Моя Цена Ирыхово;55,073484;61,401628;77.48979415;ПродуктСО503;77,48979415;1;0;Жесткие Дискаунтеры
N*551752657;Моя Цена Тройник;55,10446658;61,48806687;73.99840696;ПродуктСО504;73,99840696;1;0;Жесткие Дискаунтеры
2,9879E+14;Чижик;55,16865;61,528156;35.60936528;ПродуктСО504;45,45605367;0;0.276519627;Жесткие Дискаунтеры
2,9879E+14;Чижик;55,243644;61,409156;49.46081585;ПродуктСО503;50,23471114;0;0.015646634;Жесткие Дискаунтеры
2,9879E+14;Чижик;55,142231;61,424499;41.98176118;ПродуктСО503;50,23471114;0;0.196584177;Жесткие Дискаунтеры
2,9879E+14;Чижик;55,172604;61,416909;24.03654477;ПродуктСО503;39,10695811;0;0.626979189;Жесткие Дискаунтеры
2,9879E+14;Чижик;55,159115;61,417034;31.30834449;ПродуктСО503;50,23471114;0;0.604515089;Жесткие Дискаунтеры
2,9879E+14;Чижик;55,177086;61,29863;25.0431052;ПродуктСО503;40,11351855;0;0.601778942;Жесткие Дискаунтеры
2,9879E+14;Чижик;55,121309;61,511447;36.6857726;ПродуктСО503;50,23471114;0;0.369324062;Жесткие Дискаунтеры
2,9879E+14;Чижик;55,173443;61,48264;35.94717114;ПродуктСО503;50,23471114;0;0.39745937;Жесткие Дискаунтеры
2,9879E+14;Чижик;55,145992;61,432018;30.76840801;ПродуктСО503;50,23471114;0;0.632671769;Жесткие Дискаунтеры
2,9879E+14;Чижик;55,136602;61,451143;37.00394874;ПродуктСО503;50,23471114;0;0.357550014;Жесткие Дискаунтеры
2,9879E+14;Чижик;55,16702;61,421463;28.19761781;ПродуктСО503;50,23471114;0;0.781523229;Жесткие Дискаунтеры
2,9879E+14;Чижик;55,144022;61,447856;19.06672446;ПродуктСО504;32,70354056;0;0.71521546;Жесткие Дискаунтеры
2,9879E+14;Чижик;55,142926;61,39808;19.804355;ПродуктСО503;34,87476834;0;0.760964613;Жесткие Дискаунтеры
2,9879E+14;Чижик;55,18328;61,453857;19.40854886;ПродуктСО503;34,4789622;0;0.776483263;Жесткие Дискаунтеры
2,9879E+14;Чижик;55,178491;61,391639;42.35831855;ПродуктСО503;50,23471114;0;0.185946772;Жесткие Дискаунтеры
2,9879E+14;Чижик;55,13269;61,43388;20.65582737;ПродуктСО503;35,72624071;0;0.729596209;Жесткие Дискаунтеры
2,9879E+14;Чижик;55,187024;61,30028;22.84223212;ПродуктСО503;37,91264547;0;0.659760975;Жесткие Дискаунтеры
2,9879E+14;Чижик;55,19034;61,469704;45.44768268;ПродуктСО503;50,23471114;0;0.105330529;Жесткие Дискаунтеры
2,9879E+14;Чижик;55,1125259;61,3472332;42.92769962;ПродуктСО504;45,45605367;0;0.058897963;Жесткие Дискаунтеры
N*551754217;Магнит Челябинск 7 Салютная (а);55,1695979;61,4437268;101.6292168;ПродуктСО624;122,5506099;0;0.205860025;Гипермаркеты
N934657;Лента -154;55,17496059;61,37699191;376.96515;ПродуктСО543;376,96515;1;0;Гипермаркеты
6822264;Магнит Челябинск 3 Каслинская (а);55,19132899;61,39230531;272.4465692;ПродуктСО623;272,4465692;1;0;Гипермаркеты
2,9879E+14;Перекресток;55,1572899;61,3699953;52.45865047;ПродуктСО613;52,45865047;1;0;Супермаркеты
2,9879E+14;Лента;55,16393254;61,43202011;186.0674441;ПродуктСО633;186,0674441;1;0;Гипермаркеты
N*551754249;Магнит Челябинск 8 Энгельса (а);55,16061407;61,38203848;130.8005419;ПродуктСО612;143,880596;0;0.1;Гипермаркеты
N*551754216;Магнит Челябинск 6 Воровского (а);55,15707357;61,39437698;166.6683425;ПродуктСО634;183,3351768;0;0.1;Гипермаркеты
N1214852204;Перекресток;55,1924666;61,2817521;29.25815579;ПродуктСО613;42,36657094;0;0.448026022;Супермаркеты
2,9879E+14;ИП Орешкин;55,1985115;61,3052566;24.16499871;ПродуктЧрПрил203;38,73748728;0;0.603041148;Киоски
2,9879E+14;Красное и Белое;55,0735321;61,26456451;78.9655625;СпецАлко400;78,9655625;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,19887543;61,33077621;123.7976533;СпецАлко403;123,7976533;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,17808533;61,35573196;140.9485384;СпецАлко403;140,9485384;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,21232605;61,28762817;78.11828979;СпецАлко403;114,1056401;0;0.460677651;Алкомаркеты
2,9879E+14;Красное и Белое;55,16026306;61,40080643;89.48937489;СпецАлко403;114,1056401;0;0.275074725;Алкомаркеты
2,9879E+14;Красное и Белое;55,18868637;61,27886581;86.18560855;СпецАлко403;114,1056401;0;0.323952363;Алкомаркеты
2,9879E+14;Красное и Белое;55,11785507;61,43596268;123.2318792;СпецАлко403;123,2318792;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,1406517;61,41144943;144.2952823;СпецАлко403;144,2952823;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,14075851;61,45357895;104.2988389;СпецАлко404;136,3945342;0;0.307728212;Алкомаркеты
2,9879E+14;Красное и Белое;55,174563;61,318705;45.58080133;СпецАлко403;79,81249334;0;0.751011194;Алкомаркеты
2,9879E+14;Красное и Белое;55,218805;61,294414;118.0599763;СпецАлко403;118,0599763;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,261182;61,380437;90.05069253;СпецАлко403;114,1056401;0;0.267126736;Алкомаркеты
2,9879E+14;Красное и Белое;55,257236;61,402554;88.58312153;СпецАлко403;114,1056401;0;0.28811943;Алкомаркеты
2,9879E+14;Красное и Белое;55,145113;61,404368;80.93555179;СпецАлко403;114,1056401;0;0.409833349;Алкомаркеты
2,9879E+14;Красное и Белое;55,1592232;61,304959;74.11437238;СпецАлко403;114,1056401;0;0.539588563;Алкомаркеты
2,9879E+14;Красное и Белое;55,209159;61,297648;102.7401257;СпецАлко403;114,1056401;0;0.11062391;Алкомаркеты
2,9879E+14;Красное и Белое;55,173159;61,471868;114.1269244;СпецАлко403;114,1269244;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,26465;61,40028;151.0980007;СпецАлко403;151,0980007;1;0;Алкомаркеты
2,9879E+14;Красное и Белое;55,15267;61,383995;53.66031701;СпецАлко403;87,89200903;0;0.637933093;Алкомаркеты
2,9879E+14;Красное и Белое;55,248943;61,40092;88.54401009;СпецАлко403;114,1056401;0;0.288688415;Алкомаркеты
2,9879E+14;Красное и Белое;55,206796;61,284326;112.2655597;СпецАлко403;114,1056401;0;0.016390426;Алкомаркеты
2,9452E+14;Ашан;55,16962814;61,35484314;97.92518158;ПродуктСО601;130,6215146;0;0.333890962;Гипермаркеты
2,9879E+14;Ашан;55,1810853;61,2928021;113.1054105;ПродуктСО603;113,1054105;1;0;Гипермаркеты
2,9879E+14;"ООО ""ПВ Урал""";55,14479446;61,44387054;33.25044116;ПродуктСО503;50,23471114;0;0.510798335;Жесткие Дискаунтеры
2,9879E+14;"ООО ""ПВ-Средний Урал""";55,26805115;61,39795303;44.26256483;ПродуктСО503;50,23471114;0;0.134925446;Дискаунтеры
2,9452E+14;Лупу В.М.;55,17839813;61,34170151;120.5367182;ПродуктЧрПрил303;120,5367182;1;0;Киоски
2,9879E+14;Продукты Жданов;55,17187211;61,29975636;84.69447681;ПродуктЧрПрил303;84,69447681;1;0;Киоски
2,9879E+14;Алиев ИП;55,165363;61,46626;64.76865837;ПродуктЧрПрил303;64,76865837;1;0;Киоски
5,34E+13;Сорокина ЧП;55,24551522;61,40421593;37.30522067;ПродуктЧрПрил203;48,57496188;0;0.302095551;Киоски
5,34E+13;Сорокина ЧП;55,2655538;61,39679298;54.13220596;ПродуктЧрПрил203;54,13220596;1;0;Киоски
2,9879E+14;Красное и Белое;55,24739;61,403893;100.5760712;СпецАлко403;114,1056401;0;0.134520753;Алкомаркеты
2,9879E+14;Красное и Белое;55,210613;61,281083;91.55551146;СпецАлко403;114,1056401;0;0.246300067;Алкомаркеты
19110097100;Красное и Белое;55,14987781;61,4162048;70.54266897;СпецАлко403;114,1056401;0;0.617540727;Алкомаркеты
19110097102;Красное и Белое;55,21750058;61,29635297;96.50027339;СпецАлко403;114,1056401;0;0.182438516;Алкомаркеты
19110097103;Красное и Белое;55,1833362;61,45417247;241.4451426;СпецАлко403;241,4451426;1;0;Алкомаркеты
19110097204;Красное и Белое;55,14731927;61,3974528;51.82365917;СпецАлко403;86,05535119;0;0.660541779;Алкомаркеты
1911041267;Красное и Белое;55,24713696;61,37856971;170.7319233;СпецАлко403;170,7319233;1;0;Алкомаркеты
1911090535;Красное и Белое;55,12911429;61,43446372;129.7042227;СпецАлко403;129,7042227;1;0;Алкомаркеты
1911119990;Красное и Белое;55,1215267;61,43369752;167.1547459;СпецАлко403;167,1547459;1;0;Алкомаркеты
1911122307;Красное и Белое;55,18772909;61,2957006;91.83218487;СпецАлко403;114,1056401;0;0.242545195;Алкомаркеты
1911224234;Красное и Белое;55,24548689;61,40343764;206.6389887;СпецАлко403;206,6389887;1;0;Алкомаркеты
1911224238;Красное и Белое;55,1619592;61,44805469;138.8271181;СпецАлко402;138,8271181;1;0;Алкомаркеты
1911231877;Красное и Белое;55,17836078;61,4596519;177.6724748;СпецАлко403;177,6724748;1;0;Алкомаркеты
1911233263;Красное и Белое;55,17844166;61,44848635;132.5088685;СпецАлко403;132,5088685;1;0;Алкомаркеты
1911233265;Красное и Белое;55,17874516;61,40034714;106.4733362;СпецАлко403;114,1056401;0;0.071682771;Алкомаркеты
2,9452E+14;Красное и Белое;55,040191;61,37036203;172.2589646;СпецАлко403;172,2589646;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,24670084;61,39743285;177.5363264;СпецАлко403;177,5363264;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,14180867;61,44137297;171.2005139;СпецАлко403;171,2005139;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,17457763;61,48696205;176.612452;СпецАлко403;176,612452;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,13187483;61,42906782;213.150645;СпецАлко403;213,150645;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,17695727;61,45706631;183.380333;СпецАлко403;183,380333;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,13999558;61,4008122;52.70643701;СпецАлко402;90,88106225;0;0.724287723;Алкомаркеты
2,9452E+14;Красное и Белое;55,15784836;61,39086151;72.73667787;СпецАлко403;114,1056401;0;0.568749679;Алкомаркеты
2,9452E+14;Красное и Белое;55,16730816;61,46029254;115.0471698;СпецАлко403;115,0471698;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,18958838;61,38638505;114.6956291;СпецАлко403;114,6956291;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,16040993;61,41684665;70.42965502;СпецАлко403;114,1056401;0;0.620136291;Алкомаркеты
2,9452E+14;Красное и Белое;55,11365024;61,45802594;118.1625254;СпецАлко403;118,1625254;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,17215215;61,41592382;174.1251652;СпецАлко403;174,1251652;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,17457608;61,46551806;107.6782482;СпецАлко403;114,1056401;0;0.059690717;Алкомаркеты
2,9452E+14;Красное и Белое;55,194064;61,33049;114.5102051;СпецАлко403;114,5102051;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,18883249;61,27530106;114.4409027;СпецАлко403;114,4409027;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,17255084;61,43326944;152.8133486;СпецАлко403;152,8133486;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,17888796;61,31667942;133.7713507;СпецАлко403;133,7713507;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,24197714;61,38329107;134.297084;СпецАлко403;134,297084;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,14367294;61,40029144;66.49771977;СпецАлко402;90,88106225;0;0.366679377;Алкомаркеты
2,9452E+14;Красное и Белое;55,15588669;61,4166953;144.6357051;СпецАлко403;144,6357051;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,17027444;61,44369726;203.7159698;СпецАлко404;203,7159698;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,145851;61,44468971;78.20604011;СпецАлко403;114,1056401;0;0.459038712;Алкомаркеты
2,9452E+14;Красное и Белое;55,25453433;61,38029337;166.2052028;СпецАлко403;166,2052028;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,18713534;61,39418189;113.8735682;СпецАлко403;114,1056401;0;0.002037978;Алкомаркеты
2,9452E+14;Красное и Белое;55,18707498;61,33387266;98.51847569;СпецАлко403;114,1056401;0;0.158215647;Алкомаркеты
2,9452E+14;Красное и Белое;55,18504492;61,33051056;116.82893;СпецАлко403;116,82893;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,1820203;61,3068071;112.6366258;СпецАлко403;114,1056401;0;0.013042066;Алкомаркеты
2,9452E+14;Красное и Белое;55,18602362;61,40039231;114.8478444;СпецАлко403;114,8478444;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,18366638;61,39173612;116.445967;СпецАлко403;116,445967;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,18787137;61,3993864;110.0315008;СпецАлко403;114,1056401;0;0.037027026;Алкомаркеты
2,9452E+14;Красное и Белое;55,19072912;61,34753244;82.36620149;СпецАлко403;114,1056401;0;0.385345421;Алкомаркеты
2,9452E+14;Красное и Белое;55,18417045;61,38382219;119.1582975;СпецАлко403;119,1582975;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,23470227;61,30567834;154.5136577;СпецАлко403;154,5136577;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,12148642;61,50534064;191.0429338;СпецАлко403;191,0429338;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,10388831;61,48847786;252.9371462;СпецАлко404;252,9371462;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,15048599;61,41715622;98.70167479;СпецАлко403;114,1056401;0;0.156065895;Алкомаркеты
2,9452E+14;Красное и Белое;55,15014431;61,39027856;72.65292218;СпецАлко403;114,1056401;0;0.570558164;Алкомаркеты
2,9452E+14;Красное и Белое;55,12451603;61,36496019;134.9879647;СпецАлко403;134,9879647;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,10513989;61,3364587;95.08867469;СпецАлко402;95,08867469;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,16673178;61,4680364;118.1643082;СпецАлко403;118,1643082;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,1584549;61,37528229;43.30415638;СпецАлко403;77,53584839;0;0.790494375;Алкомаркеты
2,9452E+14;Красное и Белое;55,15618134;61,37543488;49.02942796;СпецАлко403;83,26111998;0;0.698186649;Алкомаркеты
2,9452E+14;Красное и Белое;55,16123047;61,42198354;52.56403713;СпецАлко402;90,88106225;0;0.728958946;Алкомаркеты
2,9452E+14;Красное и Белое;55,19383273;61,32577752;91.17035166;СпецАлко403;114,1056401;0;0.251565207;Алкомаркеты
2,9452E+14;Красное и Белое;55,16335085;61,38847334;83.56858906;СпецАлко402;90,88106225;0;0.087502652;Алкомаркеты
2,9452E+14;Красное и Белое;55,18363239;61,29146199;233.2479092;СпецАлко403;233,2479092;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,25304771;61,39199483;106.814092;СпецАлко403;114,1056401;0;0.068263914;Алкомаркеты
2,9452E+14;Красное и Белое;55,24919584;61,39051493;116.7854626;СпецАлко403;116,7854626;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,17711131;61,39257898;172.7604847;СпецАлко403;172,7604847;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,18543971;61,34294696;68.38047718;СпецАлко402;90,88106225;0;0.32904984;Алкомаркеты
2,9452E+14;Красное и Белое;55,17535393;61,28934788;126.1819443;СпецАлко403;126,1819443;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,17317587;61,47435673;70.46186089;СпецАлко403;114,1056401;0;0.619395778;Алкомаркеты
2,9452E+14;Красное и Белое;55,26545715;61,40292358;185.7784676;СпецАлко403;185,7784676;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,19499958;61,32868199;87.64676592;СпецАлко403;114,1056401;0;0.301880781;Алкомаркеты
2,9452E+14;Красное и Белое;55,24666049;61,37498695;184.9076611;СпецАлко403;184,9076611;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,1911603;61,27995713;116.9208438;СпецАлко403;116,9208438;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,25822438;61,3870623;91.8362869;СпецАлко403;114,1056401;0;0.242489694;Алкомаркеты
2,9452E+14;Красное и Белое;55,22920547;61,37538292;197.2563073;СпецАлко404;197,2563073;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,19339634;61,341742;96.36246075;СпецАлко403;114,1056401;0;0.184129579;Алкомаркеты
2,9452E+14;Красное и Белое;55,17442926;61,30418167;98.59544866;СпецАлко403;114,1056401;0;0.157311434;Алкомаркеты
2,9452E+14;Красное и Белое;55,16407307;61,28838958;45.61537432;СпецАлко403;79,84706633;0;0.750441984;Алкомаркеты
2,9452E+14;Красное и Белое;55,15615965;61,30345078;77.25227112;СпецАлко402;90,88106225;0;0.176419294;Алкомаркеты
2,9452E+14;Красное и Белое;55,18950904;61,28965382;131.7428198;СпецАлко403;131,7428198;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,11875664;61,4237433;238.1556695;СпецАлко404;238,1556695;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,25853348;61,38061523;204.8906548;СпецАлко403;204,8906548;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,20996872;61,27984062;112.6406006;СпецАлко403;114,1056401;0;0.013006318;Алкомаркеты
2,9452E+14;Красное и Белое;55,2091532;61,28953479;87.60813599;СпецАлко403;114,1056401;0;0.302454832;Алкомаркеты
2,9452E+14;Красное и Белое;55,21856533;61,29870795;106.9556777;СпецАлко403;114,1056401;0;0.066849769;Алкомаркеты
2,9452E+14;Красное и Белое;55,16208544;61,43418353;105.9949306;СпецАлко403;114,1056401;0;0.076519786;Алкомаркеты
2,9452E+14;Красное и Белое;55,19358045;61,48122043;221.7989522;СпецАлко403;221,7989522;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,16910172;61,52700043;160.6364563;СпецАлко404;160,6364563;1;0;Алкомаркеты
2,9452E+14;Красное и Белое;55,18699771;61,30102248;108.7233866;СпецАлко403;114,1056401;0;0.0495041;Алкомаркеты
